Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,
100279,Father Hudsons Society,50807657,R5805,Homecare - External Domiciliary (Adults),1200.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807658,R5805,Homecare - External Domiciliary (Adults),685.71,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807659,R5810,Adult Day Care,864.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807661,R5851,Supported Living,4560.00,17/04/2015,People Group,,,,
100279,Father Hudsons Society,50807662,R5851,Supported Living,2605.71,17/04/2015,People Group,,,,
100279,Father Hudsons Society,50807663,R5805,Homecare - External Domiciliary (Adults),990.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807664,R5805,Homecare - External Domiciliary (Adults),990.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807665,R5851,Supported Living,1980.00,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50807666,R5810,Adult Day Care,2491.71,17/04/2015,People Group,,,,
100279,Father Hudsons Society,50807667,R5810,Adult Day Care,1229.08,16/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),3826.16,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),5200.00,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),1928.12,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),10944.04,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),4974.60,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),15626.92,20/04/2015,People Group,,,,
100279,Father Hudsons Society,50810013,R5806,Residential Care (Adults),2720.24,20/04/2015,People Group,,,,
206633,FCC  Recycling (UK) Ltd,50788614,R5703,Site Payments,8461.37,08/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50788614,R5841,Landfill Tax Payments,34642.40,08/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50798951,R5703,Site Payments,9046.64,15/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50798951,R5841,Landfill Tax Payments,37038.40,15/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50798986,R5703,Site Payments,10656.32,22/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50798986,R5841,Landfill Tax Payments,43628.80,22/04/2015,Communities,,,,
206633,FCC  Recycling (UK) Ltd,50801338,R5702,Payments to External Contractors,34531.99,22/04/2015,Communities,,,,
222038,Fenland Leisure Products Ltd (Online Playgrounds),50792590,R2751,Grounds Maintenance Non Contract,16249.08,09/04/2015,Communities,,,,
100280,Field View Residential Home,50810016,R5806,Residential Care (Adults),1587.96,20/04/2015,People Group,,,,
100280,Field View Residential Home,50810016,R5806,Residential Care (Adults),3105.96,20/04/2015,People Group,,,,
202171,Fillongley Pre-School,50791354,R6106,Private Providers - Early Years Funding,5087.24,13/04/2015,People Group,,,,
202171,Fillongley Pre-School,50811169,R6106,Private Providers - Early Years Funding,965.25,27/04/2015,People Group,,,,
202697,Findel Education Ltd t/a Hope Education,50812568,C1060,Grants & Contributions To Outside Organisations,1501.62,24/04/2015,Capital,,,,
221752,Finefutures Ltd,50812518,R5805,Homecare - External Domiciliary (Adults),540.16,23/04/2015,People Group,,,,
221752,Finefutures Ltd,50812520,R5851,Supported Living,2990.00,24/04/2015,People Group,,,,
221752,Finefutures Ltd,50812521,R5851,Supported Living,5159.72,24/04/2015,People Group,,,,
221752,Finefutures Ltd,50812522,R5805,Homecare - External Domiciliary (Adults),969.52,23/04/2015,People Group,,,,
202184,Fire Hosetech,50803636,R4020,Fire Equipment Maintenance,5378.20,09/04/2015,Fire and Rescue,,,,
202187,Fire Service College,50796591,R1601,Training - External,20900.00,08/04/2015,Fire and Rescue,,,,
202187,Fire Service College,50809087,R1601,Training - External,4940.00,27/04/2015,Fire and Rescue,,,,
100095,First For Care Ltd,50810123,R5806,Residential Care (Adults),3224.88,20/04/2015,People Group,,,,
100095,First For Care Ltd,50810123,R5806,Residential Care (Adults),12734.76,20/04/2015,People Group,,,,
100095,First For Care Ltd,50810123,R5806,Residential Care (Adults),1853.72,20/04/2015,People Group,,,,
227183,First Products Ltd,50803639,R4019,Fire Equipment Purchase,4290.00,24/04/2015,Fire and Rescue,,,,
214451,First Response First Aid Ltd,50791762,R5604,Commissioned Works,838.00,02/04/2015,People Group,,,,
202195,First Steps Kindergarten,50791355,R6106,Private Providers - Early Years Funding,8380.71,13/04/2015,People Group,,,,
202207,Fledglings Day Nursery,50791356,R6106,Private Providers - Early Years Funding,9968.63,13/04/2015,People Group,,,,
202217,Flutterbies,50791357,R6106,Private Providers - Early Years Funding,13673.79,13/04/2015,People Group,,,,
202217,Flutterbies,50791358,R6106,Private Providers - Early Years Funding,4058.03,13/04/2015,People Group,,,,
202217,Flutterbies,50791359,R6106,Private Providers - Early Years Funding,3705.16,13/04/2015,People Group,,,,
202217,Flutterbies,50791360,R6106,Private Providers - Early Years Funding,4410.90,13/04/2015,People Group,,,,
202217,Flutterbies,50811170,R6106,Private Providers - Early Years Funding,4343.63,27/04/2015,People Group,,,,
202217,Flutterbies,50811171,R6106,Private Providers - Early Years Funding,1447.88,27/04/2015,People Group,,,,
202217,Flutterbies,50811172,R6106,Private Providers - Early Years Funding,965.25,27/04/2015,People Group,,,,
226551,Food and Farming Compliance Ltd,50796485,R5702,Payments to External Contractors,2500.00,10/04/2015,Communities,,,,
226551,Food and Farming Compliance Ltd,50802281,R4919,Special Facilities Reimbursements,872.64,24/04/2015,Communities,,,,
210425,Foodwise,50797149,R5604,Commissioned Works,760.00,17/04/2015,People Group,,,,
210425,Foodwise,50797150,R5604,Commissioned Works,570.00,17/04/2015,People Group,,,,
210425,Foodwise,50800571,R5604,Commissioned Works,570.00,24/04/2015,People Group,,,,
202223,Footsteps Day Nursery,50791361,R6106,Private Providers - Early Years Funding,31140.95,13/04/2015,People Group,,,,
202223,Footsteps Day Nursery,50811174,R6106,Private Providers - Early Years Funding,3378.38,27/04/2015,People Group,,,,
208722,Forensics Ltd T/A ROAR Forensics,50812008,R4615,Mortuary/Pathology Expenses,650.00,29/04/2015,Other Services,,,,
202241,Foster Care Associates Ltd,50809633,R5822,Foster Care Payments - External,3645.60,20/04/2015,People Group,,,,
202239,Foster Care Associates Ltd,50810568,R5822,Foster Care Payments - External,3534.00,29/04/2015,People Group,,,,
202239,Foster Care Associates Ltd,50810569,R5822,Foster Care Payments - External,2917.10,29/04/2015,People Group,,,,
202239,Foster Care Associates Ltd,50812276,R5822,Foster Care Payments - External,3317.00,24/04/2015,People Group,,,,
227873,Fostering Dimensions Ltd,50800037,R5822,Foster Care Payments - External,3103.10,17/04/2015,People Group,,,,
226182,Fostering Outcomes Ltd,50814992,R5822,Foster Care Payments - External,3131.00,30/04/2015,People Group,,,,
226182,Fostering Outcomes Ltd,50814993,R5822,Foster Care Payments - External,3030.00,30/04/2015,People Group,,,,
226182,Fostering Outcomes Ltd,50814994,R5822,Foster Care Payments - External,3030.00,30/04/2015,People Group,,,,
226182,Fostering Outcomes Ltd,50814995,R5822,Foster Care Payments - External,3131.00,30/04/2015,People Group,,,,
226182,Fostering Outcomes Ltd,50814996,R5822,Foster Care Payments - External,2828.00,30/04/2015,People Group,,,,
225316,Foundation Fostering,50786394,R5822,Foster Care Payments - External,3525.01,01/04/2015,People Group,,,,
100282,Fountain Lodge Care Home With Nursing,50810018,R5806,Residential Care (Adults),1557.96,20/04/2015,People Group,,,,
100282,Fountain Lodge Care Home With Nursing,50810018,R5806,Residential Care (Adults),1540.72,20/04/2015,People Group,,,,
216778,Four Sasons (Bamford) Ltd re Milverton Gate,50810100,R5806,Residential Care (Adults),1639.96,20/04/2015,People Group,,,,
225782,Four Seasons (Evedale) Ltd (Tudor Grange Care Home),50810223,R5806,Residential Care (Adults),1884.00,20/04/2015,People Group,,,,
100067,Four Seasons Healthcare Ltd (Four Seasons Residential Home),50810021,R5806,Residential Care (Adults),1976.20,20/04/2015,People Group,,,,
100147,Four Seasons Healthcare Ltd (Millwater Residential Home),50810099,R5806,Residential Care (Adults),4896.00,20/04/2015,People Group,,,,
100455,Four Seasons Healthcare Ltd (Rugby Care Centre),50810162,R5806,Residential Care (Adults),1629.96,20/04/2015,People Group,,,,
100455,Four Seasons Healthcare Ltd (Rugby Care Centre),50810162,R5806,Residential Care (Adults),9160.05,20/04/2015,People Group,,,,
100455,Four Seasons Healthcare Ltd (Rugby Care Centre),50810162,R5806,Residential Care (Adults),3259.92,20/04/2015,People Group,,,,
100455,Four Seasons Healthcare Ltd (Rugby Care Centre),50810162,R5806,Residential Care (Adults),1629.96,20/04/2015,People Group,,,,
100068,Freedom Care Ltd,50810023,R5806,Residential Care (Adults),7086.20,20/04/2015,People Group,,,,
202268,Freshfields Nursery School Ltd,50791362,R6106,Private Providers - Early Years Funding,27641.64,13/04/2015,People Group,,,,
202268,Freshfields Nursery School Ltd,50811175,R6106,Private Providers - Early Years Funding,643.50,27/04/2015,People Group,,,,
228372,Friends of Kingsbury Water Park,50795310,R5702,Payments to External Contractors,599.02,17/04/2015,Communities,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810014,R5806,Residential Care (Adults),7576.28,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810014,R5806,Residential Care (Adults),1260.96,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810014,R5806,Residential Care (Adults),15266.28,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810015,R5806,Residential Care (Adults),759.96,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810015,R5806,Residential Care (Adults),1260.96,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810024,R5806,Residential Care (Adults),15804.60,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810024,R5806,Residential Care (Adults),2521.92,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810199,R5806,Residential Care (Adults),11762.76,20/04/2015,People Group,,,,
100066,Friendship Care And Housing Association Ltd (****0454),50810199,R5806,Residential Care (Adults),1260.96,20/04/2015,People Group,,,,
227025,Fuchs Lubricants (UK) PLC,50799946,R4030,Materials,2281.65,02/04/2015,Communities,,,,
227025,Fuchs Lubricants (UK) PLC,50800838,R4030,Materials,2838.23,15/04/2015,Communities,,,,
227025,Fuchs Lubricants (UK) PLC,50809113,R4030,Materials,2339.05,21/04/2015,Communities,,,,
227025,Fuchs Lubricants (UK) PLC,50812038,R4030,Materials,547.35,24/04/2015,Communities,,,,
228230,Fusion Fostering Ltd,50786382,R5822,Foster Care Payments - External,1568.57,02/04/2015,People Group,,,,
228230,Fusion Fostering Ltd,50786383,R5822,Foster Care Payments - External,4862.57,02/04/2015,People Group,,,,
224261,G I Easterlow t/a G & R Developments,50793071,R4442,Professional Fees Curriculum,3000.00,10/04/2015,Schools,,,,
202310,G W Jackson & Son Ltd,50813642,R2091,Internal Expenditure - Electrical Safety Testing (Pat),554.00,27/04/2015,Schools,,,,
202303,G. Mcveigh & Co. Ltd,50800808,C1030,"New Construction, Conversion & Renovation",4115.72,02/04/2015,Capital,,,,
202303,G. Mcveigh & Co. Ltd,50804978,C1030,"New Construction, Conversion & Renovation",34688.49,14/04/2015,Capital,,,,
202303,G. Mcveigh & Co. Ltd,50811682,R5706,Payments to Third Parties - Recoverable Operating Expenditure,42120.39,23/04/2015,Communities,,,,
225406,G.A.E. Smith (Holdings) Ltd t/a Casepak,50804795,R5702,Payments to External Contractors,1460.00,13/04/2015,Communities,,,,
223984,G4S Secure Solutions (UK) Ltd t/a G4S Fire Security Systems (UK) Ltd,50804375,R2010,Security Services,566.95,16/04/2015,Resources,,,,
223984,G4S Secure Solutions (UK) Ltd t/a G4S Fire Security Systems (UK) Ltd,50812483,R2010,Security Services,503.15,24/04/2015,Resources,,,,
100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50810034,R5806,Residential Care (Adults),6786.60,20/04/2015,People Group,,,,
100290,Ga Hc Reit Ii Ch U.K. Senior Housing Portfolio Ltd T/As Gretton Homes,50810034,R5806,Residential Care (Adults),7373.04,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),2348.20,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),4430.02,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),1890.20,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),1074.72,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),4099.44,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),5789.64,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),14589.40,20/04/2015,People Group,,,,
100284,Galanos House,50810026,R5806,Residential Care (Adults),2048.20,20/04/2015,People Group,,,,
202326,Galley Common Nursery,50791363,R6106,Private Providers - Early Years Funding,19172.71,13/04/2015,People Group,,,,
202327,Galloway Training & Consultancy Ltd,50802939,R1101,Agency Staff Pay,1125.00,15/04/2015,Resources,,,,
206449,Gamma Business Communications,50800392,R4514,Telephone Rental,16835.72,02/04/2015,Resources,,,,
206449,Gamma Business Communications,50810453,R4514,Telephone Rental,16823.32,21/04/2015,Resources,,,,
227826,Gardien Ltd,50763926,R4433,Sport Instruction,1380.83,29/04/2015,Schools,,,,
220570,Gardiner Associates Training and Research Ltd,50795853,R1601,Training - External,2275.00,02/04/2015,Fire and Rescue,,,,
220839,Garry Small t/a Clarendon Care Home,50809984,R5806,Residential Care (Adults),1835.12,20/04/2015,People Group,,,,
214734,Gateway 2 Learning Ltd,50798374,R4409,Consultancy,1400.00,09/04/2015,People Group,,,,
224148,Generations Care Ltd,50798832,R5805,Homecare - External Domiciliary (Adults),598.72,14/04/2015,People Group,,,,
224148,Generations Care Ltd,50798833,R5805,Homecare - External Domiciliary (Adults),1985.48,14/04/2015,People Group,,,,
224148,Generations Care Ltd,50805952,R5805,Homecare - External Domiciliary (Adults),768.00,15/04/2015,People Group,,,,
224148,Generations Care Ltd,50807644,R5805,Homecare - External Domiciliary (Adults),896.00,16/04/2015,People Group,,,,
224148,Generations Care Ltd,50807691,R5805,Homecare - External Domiciliary (Adults),2016.00,17/04/2015,People Group,,,,
224148,Generations Care Ltd,50807694,R5805,Homecare - External Domiciliary (Adults),560.00,16/04/2015,People Group,,,,
224148,Generations Care Ltd,50809565,R5805,Homecare - External Domiciliary (Adults),2016.00,21/04/2015,People Group,,,,
224148,Generations Care Ltd,50809566,R5805,Homecare - External Domiciliary (Adults),680.00,21/04/2015,People Group,,,,
224148,Generations Care Ltd,50809567,R5805,Homecare - External Domiciliary (Adults),1792.00,21/04/2015,People Group,,,,
224148,Generations Care Ltd,50809787,R5805,Homecare - External Domiciliary (Adults),771.96,20/04/2015,People Group,,,,
224148,Generations Care Ltd,50813665,R5805,Homecare - External Domiciliary (Adults),896.00,27/04/2015,People Group,,,,
100116,Genesis Homes (Essex) Ltd,50810235,R5806,Residential Care (Adults),1984.00,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),9198.48,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),1839.60,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),2500.04,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),1839.60,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),3608.44,20/04/2015,People Group,,,,
100120,Genesis Homes -Essex- Limited,50810113,R5806,Residential Care (Adults),3608.44,20/04/2015,People Group,,,,
228205,Geoffrey Osborne Ltd,50805961,C1050,External Fees,674860.59,30/04/2015,Capital,,,,
202363,George Eliot Hospital NHS Foundation Trust,50800702,R5702,Payments to External Contractors,45000.00,02/04/2015,Communities,,,,
202363,George Eliot Hospital NHS Foundation Trust,50806610,R5702,Payments to External Contractors,1059.75,17/04/2015,Communities,,,,
202363,George Eliot Hospital NHS Foundation Trust,50815293,R5702,Payments to External Contractors,720.80,29/04/2015,Communities,,,,
202462,German Swedish & French Car Parts Ltd (GSF Car Parts0,50800780,R4030,Materials,568.50,02/04/2015,Communities,,,,
202462,German Swedish & French Car Parts Ltd (GSF Car Parts0,50800824,R4030,Materials,-584.50,02/04/2015,Communities,,,,
228215,Get Training and Interventions,50791242,R1101,Agency Staff Pay,1892.00,16/04/2015,People Group,,,,
228215,Get Training and Interventions,50806309,R1101,Agency Staff Pay,948.00,24/04/2015,People Group,,,,
202374,Getta Life Ltd,50812773,R5851,Supported Living,7470.00,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50812774,R5851,Supported Living,715.68,24/04/2015,People Group,,,,
202374,Getta Life Ltd,50812775,R5851,Supported Living,6594.56,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50812777,R5851,Supported Living,6594.56,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50813298,R5851,Supported Living,7200.00,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50813299,R5851,Supported Living,715.68,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50813300,R5851,Supported Living,7200.00,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50813301,R5851,Supported Living,715.68,27/04/2015,People Group,,,,
202374,Getta Life Ltd,50813302,R5851,Supported Living,6594.56,27/04/2015,People Group,,,,
100069,Gildawood Court,50752254,R5810,Adult Day Care,1173.91,02/04/2015,People Group,,,,
