Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
215263,ESPO Energy,51288501,R2102,Energy Costs,550.94,10/10/2017,Resources,,,,,,
215263,ESPO Energy,51289205,R2102,Energy Costs,713.30,10/10/2017,Resources,,,,,,
215263,ESPO Energy,51289424,R2102,Energy Costs,707.42,10/10/2017,Resources,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51297203,R5851,Supported Living,1174.40,19/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299915,R5851,Supported Living,1174.40,19/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299917,R5851,Supported Living,788.80,19/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51297205,R5851,Supported Living,1316.00,20/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51297204,R5851,Supported Living,880.80,20/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299900,R5851,Supported Living,1480.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299899,R5851,Supported Living,6916.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299898,R5851,Supported Living,6921.60,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299895,R5851,Supported Living,788.80,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299894,R5851,Supported Living,1174.40,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299893,R5851,Supported Living,788.80,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298360,R5851,Supported Living,3926.24,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298358,R5851,Supported Living,1008.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298357,R5851,Supported Living,1120.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298356,R5851,Supported Living,3990.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298355,R5851,Supported Living,5998.61,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298353,R5851,Supported Living,4872.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298351,R5851,Supported Living,6524.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298350,R5851,Supported Living,5572.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298349,R5851,Supported Living,6944.84,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298347,R5851,Supported Living,1115.68,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298346,R5851,Supported Living,1232.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298345,R5851,Supported Living,6384.84,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298344,R5851,Supported Living,707.20,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298343,R5851,Supported Living,4443.64,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298342,R5851,Supported Living,4872.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298340,R5851,Supported Living,2002.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298339,R5851,Supported Living,880.80,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298337,R5851,Supported Living,6004.08,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298336,R5851,Supported Living,1174.40,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298335,R5851,Supported Living,6552.84,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298314,R5851,Supported Living,994.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298313,R5851,Supported Living,5908.21,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298312,R5851,Supported Living,4984.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298311,R5851,Supported Living,1316.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298310,R5851,Supported Living,6921.60,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298309,R5851,Supported Living,1274.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298307,R5851,Supported Living,5964.21,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51298306,R5851,Supported Living,7845.32,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299918,R5851,Supported Living,1174.40,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299916,R5851,Supported Living,3926.24,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299914,R5851,Supported Living,1120.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299913,R5851,Supported Living,3304.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299912,R5851,Supported Living,3304.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299911,R5851,Supported Living,3328.44,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299901,R5851,Supported Living,880.80,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299902,R5851,Supported Living,1120.00,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299903,R5851,Supported Living,4872.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299905,R5851,Supported Living,704.64,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299906,R5851,Supported Living,3304.42,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299909,R5851,Supported Living,5964.21,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299908,R5851,Supported Living,5998.61,26/10/2017,People Group,,,,,,
202082,Essential Futures Ltd t/a Eden Futures,51299907,R5851,Supported Living,704.64,26/10/2017,People Group,,,,,,
234306,European Metal Recycling Ltd,51284253,R5702,Payments to External Contractors,3042.50,20/10/2017,Communities,,,,,,
231976,Evolving Care,51285130,R5851,Supported Living,1817.60,02/10/2017,People Group,,,,,,
217716,Ex Cathedra Ltd,51286803,R4428,Operational Support,1000.00,25/10/2017,People Group,,,,,,
217716,Ex Cathedra Ltd,51286802,R4428,Operational Support,1000.00,25/10/2017,People Group,,,,,,
221611,Exa Networks,51289035,R4502,For use by schools only - Dedicated Internet Links,1837.50,09/10/2017,Schools,,,,,,
221611,Exa Networks,51289034,R4502,For use by schools only - Dedicated Internet Links,-1897.50,10/10/2017,Schools,,,,,,
221611,Exa Networks,51289037,R4502,For use by schools only - Dedicated Internet Links,2070.00,10/10/2017,Schools,,,,,,
100150,Extel Ltd aka Care Through the Millennium,51298874,R5806,Residential Care,26887.60,19/10/2017,People Group,,,,,,
100150,Extel Ltd aka Care Through the Millennium,51298874,R5806,Residential Care,2398.48,19/10/2017,People Group,,,,,,
100150,Extel Ltd aka Care Through the Millennium,51298874,R5806,Residential Care,29646.12,19/10/2017,People Group,,,,,,
234079,EZ Education Ltd,51286160,R4029,Licences (Incl Tv),892.50,12/10/2017,Schools,,,,,,
202131,F M Deery Sports Grounds Maintenance,51285822,R2752,For use by schools only - Grounds Maintenance Contract,678.75,20/10/2017,Schools,,,,,,
202131,F M Deery Sports Grounds Maintenance,51291693,R2752,For use by schools only - Grounds Maintenance Contract,590.75,25/10/2017,Schools,,,,,,
202131,F M Deery Sports Grounds Maintenance,51287772,R2752,For use by schools only - Grounds Maintenance Contract,620.00,27/10/2017,Schools,,,,,,
,Facebk 2tcr7enep2,8304,,,578.39 ,29/10/2017,Resources,,,,,,
,Facebk Dwam5e2ep2,20496,,,579.75 ,21/10/2017,Resources,,,,,,
,Facebk K8bd8ejep2,57675,,,588.28 ,25/10/2017,Resources,,,,,,
,Facebk Zkb94eaep2,68317,,,585.31 ,17/10/2017,Resources,,,,,,
226240,Facilitate Care Services Ltd,51299924,R5851,Supported Living,1200.62,26/10/2017,People Group,,,,,,
234363,Falls Management Training,51289152,R1601,Training,840.20,02/10/2017,People Group,,,,,,
233839,Family Assessment and Support Services Ltd,51289334,R5801,Carer Allowance Payments,15642.86,27/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284898,R5851,Supported Living,1860.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284893,R5851,Supported Living,4560.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284890,R5851,Supported Living,1920.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284889,R5851,Supported Living,1680.84,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284887,R5803,Daycare External,1224.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284895,R5803,Daycare External,603.68,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284896,R5851,Supported Living,7770.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284897,R5851,Supported Living,1200.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284899,R5803,Daycare External,1110.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51284901,R5851,Supported Living,630.00,13/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51298912,R5806,Residential Care,19066.40,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51298912,R5806,Residential Care,3050.44,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51298912,R5806,Residential Care,3905.44,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51298912,R5806,Residential Care,11501.32,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51287331,R5851,Supported Living,2104.20,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51287322,R5851,Supported Living,2104.20,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51298912,R5806,Residential Care,1952.72,19/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51301461,R5851,Supported Living,8404.20,24/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51301462,R5851,Supported Living,8404.20,24/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51302913,R5851,Supported Living,1680.84,26/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51302959,R5851,Supported Living,600.00,26/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51302985,R5803,Daycare External,864.00,26/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51302994,R5851,Supported Living,7770.00,26/10/2017,People Group,,,,,,
100279,Father Hudsons Society,51302997,R5803,Daycare External,1110.00,26/10/2017,People Group,,,,,,
206633,FCC Recycling (UK) Ltd,51290352,R5702,Payments to External Contractors,38248.05,27/10/2017,Communities,,,,,,
206633,FCC Recycling (UK) Ltd,51290352,R5841,Landfill Tax Payments,168533.87,27/10/2017,Communities,,,,,,
230944,Featherton House,51298915,R5806,Residential Care,2200.24,19/10/2017,People Group,,,,,,
,Filcris Ltd,10744,,,716.40 ,02/10/2017,Communities,,,,,,
202170,Fillongley Garage Ltd,51291913,R4030,Materials,505.00,26/10/2017,Communities,,,,,,
221752,Fine Futures Ltd ****0268,51300047,R5851,Supported Living,5328.96,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51300034,R5851,Supported Living,2884.56,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291140,R5851,Supported Living,672.28,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291140,R5851,Supported Living,2055.76,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291142,R5851,Supported Living,1751.96,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291162,R5851,Supported Living,983.08,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294474,R5851,Supported Living,2759.40,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294573,R5851,Supported Living,8786.68,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51299768,R5851,Supported Living,5328.96,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51299764,R5851,Supported Living,2884.56,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51299761,R5851,Supported Living,6060.88,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291301,R5851,Supported Living,3074.40,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291301,R5851,Supported Living,840.56,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291298,R5851,Supported Living,3074.40,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291298,R5851,Supported Living,840.56,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294591,R5851,Supported Living,2059.96,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294578,R5851,Supported Living,2082.92,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294575,R5851,Supported Living,2082.92,20/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51300072,R5851,Supported Living,2626.68,23/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51300073,R5851,Supported Living,7812.84,23/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51291297,R5851,Supported Living,-1681.12,23/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51299766,R5851,Supported Living,7812.84,24/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51299774,R5851,Supported Living,2626.68,24/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51294451,R5851,Supported Living,1522.64,27/10/2017,People Group,,,,,,
221752,Fine Futures Ltd ****0268,51302266,R5851,Supported Living,7829.64,30/10/2017,People Group,,,,,,
232896,Finn Wilding Ltd,51281487,R1101,Agency Staff Pay,3500.00,12/10/2017,Communities,,,,,,
202187,Fire Service College Ltd,51281945,R1601,Training,2800.00,19/10/2017,Fire and Rescue,,,,,,
202187,Fire Service College Ltd,51281957,R1601,Training,2800.00,19/10/2017,Fire and Rescue,,,,,,
202187,Fire Service College Ltd,51281958,R1601,Training,8992.00,19/10/2017,Fire and Rescue,,,,,,
223755,Firmstep Ltd,51290146,R4512,Software,11113.00,26/10/2017,Resources,,,,,,
223755,Firmstep Ltd,51291086,C1050,External Fees,4865.00,30/10/2017,Capital,,,,,,
100095,First For Care Ltd,51299018,R5806,Residential Care,12138.50,19/10/2017,People Group,,,,,,
100095,First For Care Ltd,51299018,R5806,Residential Care,1960.40,19/10/2017,People Group,,,,,,
100095,First For Care Ltd,51299018,R5806,Residential Care,16346.61,19/10/2017,People Group,,,,,,
,First Intuition Cambridge,38997,,,793.33 ,09/10/2017,Resources,,,,,,
202203,Fitzgerald Contractors Ltd,51292516,C1030,"New Construction, Conversion & Renovation",148497.18,25/10/2017,Capital,,,,,,
202203,Fitzgerald Contractors Ltd,51295472,C1030,"New Construction, Conversion & Renovation",203394.59,25/10/2017,Capital,,,,,,
202203,Fitzgerald Contractors Ltd,51292636,C1030,"New Construction, Conversion & Renovation",55740.89,25/10/2017,Capital,,,,,,
233059,Flintvale Ltd (The Green Nursing Home),51299089,R5806,Residential Care,1986.32,19/10/2017,People Group,,,,,,
,Flybe Cgw623,13979,,,555.48 ,09/10/2017,People Group,,,,,,
234813,Focus Group ( focus4 u Ltd),51301742,R4053,For use by schools only - Equipment Admin,2743.00,25/10/2017,Schools,,,,,,
226303,Ford Motor Company Ltd,51298362,C1010,Acquisition Of New Assets,14210.79,31/10/2017,Capital,,,,,,
208722,Forensics Ltd T/A Alere Forensics,51275283,R4615,Coroner/Mortuary/Pathology Fees,1745.00,06/10/2017,Other Services,,,,,,
208722,Forensics Ltd T/A Alere Forensics,51288662,R4615,Coroner/Mortuary/Pathology Fees,530.00,27/10/2017,Other Services,,,,,,
202235,Fortress Recycling Ltd,51275242,R2601,Other Building Services,1758.81,06/10/2017,Communities,,,,,,
202235,Fortress Recycling Ltd,51285794,R2601,Other Building Services,2413.45,06/10/2017,Communities,,,,,,
202239,Foster Care Associates Ltd ****9870 (MALVERN VIEW),51269747,R5822,Foster Care Payments - External Provision,-2996.00,06/10/2017,People Group,,,,,,
202239,Foster Care Associates Ltd ****9870 (MALVERN VIEW),51269746,R5822,Foster Care Payments - External Provision,-642.00,06/10/2017,People Group,,,,,,
234127,Foundation 66,51283712,R5702,Payments to External Contractors,3432.13,13/10/2017,Communities,,,,,,
234127,Foundation 66,51294398,R5702,Payments to External Contractors,2878.56,23/10/2017,Communities,,,,,,
216778,Four Seasons (Bamford) Ltd re Milverton Gate,51298995,R5806,Residential Care,2000.00,19/10/2017,People Group,,,,,,
225782,Four Seasons (Evedale) Ltd (Tudor Grange Care Home),51299113,R5806,Residential Care,1921.92,19/10/2017,People Group,,,,,,
233114,Four Seasons Healthcare Ltd (Cypress Court),51298898,R5806,Residential Care,1898.12,19/10/2017,People Group,,,,,,
202148,Fourways,51299672,R3204,Home To School / College Transport,1020.00,19/10/2017,Communities,,,,,,
100068,Freedom Care Ltd,51298919,R5806,Residential Care,7471.80,19/10/2017,People Group,,,,,,
,Freeths LLP Client Account,,C1010,Acquisition of New Assets,"2,753.00 ",17/10/2017,,,Law and Governance - Resources Group,XE001,,,
100066,Friendship Care And Housing (****0454),51287909,R5851,Supported Living,5274.40,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51287907,R5851,Supported Living,840.42,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51285442,R5851,Supported Living,2490.86,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51279409,R5851,Supported Living,1298.50,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51277188,R5851,Supported Living,2067.00,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51277524,R5851,Supported Living,874.50,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51278452,R5851,Supported Living,-2540.72,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51278454,R5851,Supported Living,-889.56,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51278457,R5851,Supported Living,-889.56,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51278462,R5851,Supported Living,-2540.72,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51278459,R5851,Supported Living,-2411.50,02/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51286303,R5851,Supported Living,527.44,04/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289351,R5851,Supported Living,889.56,09/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289204,R5851,Supported Living,3055.36,09/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289271,R5851,Supported Living,2742.68,09/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289184,R5851,Supported Living,2551.72,09/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289411,R5851,Supported Living,2886.42,10/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289359,R5851,Supported Living,7737.00,10/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289317,R5851,Supported Living,7409.64,10/10/2017,People Group,,,,,,
100066,Friendship Care And Housing (****0454),51289213,R5851,Supported Living,7604.80,10/10/2017,People Group,,,,,,
