,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050103,C1030,"New Construction, Conversion & Renovation",30832.34,15/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050098,C1030,"New Construction, Conversion & Renovation",33418.29,15/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51052154,R2024,Electrical (LE),1591.66,15/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51041861,C1030,"New Construction, Conversion & Renovation",41791.08,15/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51041859,C1030,"New Construction, Conversion & Renovation",2470.73,15/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51052155,R2024,Electrical (LE),1591.66,15/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050100,C1030,"New Construction, Conversion & Renovation",21029.62,15/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042859,R2023,Mechanical (LM),960.36,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042863,R2024,Electrical (LE),882.78,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042857,R2024,Electrical (LE),916.76,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042855,R2023,Mechanical (LM),1136.23,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042854,R2024,Electrical (LE),951.53,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042852,R2023,Mechanical (LM),727.60,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042845,R2024,Electrical (LE),747.29,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042869,R2023,Mechanical (LM),669.75,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042875,R2023,Mechanical (LM),757.51,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042951,R2023,Mechanical (LM),1671.23,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51048428,C1030,"New Construction, Conversion & Renovation",26728.74,18/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042871,R2023,Mechanical (LM),1917.15,18/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51055349,R2023,Mechanical (LM),4399.75,19/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51055470,C1030,"New Construction, Conversion & Renovation",3114.58,20/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047030,R2023,Mechanical (LM),3609.94,20/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51048092,R2023,Mechanical (LM),3888.26,20/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043789,C1030,"New Construction, Conversion & Renovation",5038.02,20/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043791,C1030,"New Construction, Conversion & Renovation",28758.27,20/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043790,R2024,Electrical (LE),1603.73,20/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042928,R2024,Electrical (LE),580.11,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042938,R2024,Electrical (LE),905.41,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042970,R2024,Electrical (LE),1618.56,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043773,C1030,"New Construction, Conversion & Renovation",7472.68,21/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043772,C1030,"New Construction, Conversion & Renovation",2500.89,21/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042920,R2024,Electrical (LE),557.47,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042914,R2023,Mechanical (LM),518.39,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042912,R2023,Mechanical (LM),865.31,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042905,R2023,Mechanical (LM),798.99,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042896,R2023,Mechanical (LM),1195.64,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042886,R2023,Mechanical (LM),534.62,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51042883,R2017,Safe Water Remedial Works (SWR),1524.86,21/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045090,C1030,"New Construction, Conversion & Renovation",8257.81,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045091,C1030,"New Construction, Conversion & Renovation",6992.55,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045092,C1030,"New Construction, Conversion & Renovation",968.93,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045093,R2024,Electrical (LE),2703.59,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045094,C1030,"New Construction, Conversion & Renovation",6159.06,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045096,C1030,"New Construction, Conversion & Renovation",6965.35,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045097,C1030,"New Construction, Conversion & Renovation",4513.77,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045098,C1030,"New Construction, Conversion & Renovation",2269.16,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047031,C1030,"New Construction, Conversion & Renovation",36046.80,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047033,R2024,Electrical (LE),2318.98,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047034,R2024,Electrical (LE),4024.38,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51048427,C1030,"New Construction, Conversion & Renovation",22952.39,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043668,R2024,Electrical (LE),647.81,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043676,R2023,Mechanical (LM),839.53,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043685,R2024,Electrical (LE),1150.33,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043703,R2024,Electrical (LE),1996.33,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043713,R2023,Mechanical (LM),704.67,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043717,R2023,Mechanical (LM),768.60,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043726,R2024,Electrical (LE),803.43,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043727,R2024,Electrical (LE),784.07,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51043730,R2024,Electrical (LE),576.92,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045627,R2023,Mechanical (LM),734.38,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050099,C1030,"New Construction, Conversion & Renovation",16313.40,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51044927,C1030,"New Construction, Conversion & Renovation",11768.00,22/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045078,R2024,Electrical (LE),4611.40,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045080,R2023,Mechanical (LM),5556.85,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045081,R2023,Mechanical (LM),20852.01,22/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51049062,R2024,Electrical (LE),1019.41,25/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51055530,C1030,"New Construction, Conversion & Renovation",25863.93,25/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51055529,C1030,"New Construction, Conversion & Renovation",20252.36,25/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51045126,C1030,"New Construction, Conversion & Renovation",-1639.95,28/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047281,C1030,"New Construction, Conversion & Renovation",876.22,28/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51059542,C1030,"New Construction, Conversion & Renovation",2393.22,28/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51059537,R2024,Electrical (LE),14524.47,28/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51059536,R2024,Electrical (LE),2281.85,28/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51059535,C1030,"New Construction, Conversion & Renovation",3181.78,28/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51059534,R2024,Electrical (LE),2138.59,28/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51048429,C1030,"New Construction, Conversion & Renovation",-528.91,29/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047792,R2023,Mechanical (LM),958.82,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047836,R2023,Mechanical (LM),808.40,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047851,R2023,Mechanical (LM),610.42,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047867,R2023,Mechanical (LM),795.32,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047868,R2024,Electrical (LE),723.54,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047914,R2023,Mechanical (LM),740.21,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047929,R2023,Mechanical (LM),674.87,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047946,R2023,Mechanical (LM),1705.45,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047959,R2024,Electrical (LE),1155.78,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047791,R2024,Electrical (LE),1415.88,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047800,R2024,Electrical (LE),578.10,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047808,R2024,Electrical (LE),1465.23,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050037,R2023,Mechanical (LM),5557.89,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050042,C1030,"New Construction, Conversion & Renovation",9909.95,29/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51050101,C1030,"New Construction, Conversion & Renovation",8607.51,29/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047788,R2024,Electrical (LE),1218.48,29/07/2016,Resources,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51048426,C1030,"New Construction, Conversion & Renovation",5448.62,29/07/2016,Capital,
INSERTED DETAIL,221329,Dodd Group (Midlands) Ltd,51047817,R2023,Mechanical (LM),1743.27,29/07/2016,Resources,
INSERTED DETAIL,212366,Dordon & Polesworth Group Practice,51059197,R5702,Payments to External Contractors,1049.16,29/07/2016,Communities,
INSERTED DETAIL,218071,Dordon Primary School (Academy),51056658,R6107,SEN Statements Funding - Non-Maintained Schools,541.00,20/07/2016,Communities,
INSERTED DETAIL,212690,Dr Prosser & Partners (Abbey Medical Centre),51059172,R5702,Payments to External Contractors,500.10,29/07/2016,Communities,
INSERTED DETAIL,212690,Dr Prosser & Partners (Abbey Medical Centre),51059132,R5702,Payments to External Contractors,747.84,29/07/2016,Communities,
INSERTED DETAIL,201841,Drive Vauxhall,51051843,R4030,Materials,532.66,11/07/2016,Communities,
INSERTED DETAIL,201841,Drive Vauxhall,51051842,R4030,Materials,671.25,11/07/2016,Communities,
INSERTED DETAIL,221173,Drs Taylor & Marshall (practice number M84009),51059070,R5702,Payments to External Contractors,640.25,29/07/2016,Communities,
INSERTED DETAIL,201849,Ducklings Day Nursery,51041728,R6106,Private Providers - Early Years Funding,9169.87,04/07/2016,Communities,
INSERTED DETAIL,201851,Dudley Lodge,51051122,R5801,Other Child Care,12739.29,07/07/2016,People Group,
INSERTED DETAIL,201851,Dudley Lodge,51051121,R5801,Other Child Care,11860.71,07/07/2016,People Group,
INSERTED DETAIL,201851,Dudley Lodge,51051124,R5801,Other Child Care,13617.86,07/07/2016,People Group,
INSERTED DETAIL,201853,Dudleys Coaches,51046549,R4915,Educational Visits Expenditure,1975.00,14/07/2016,Schools,
INSERTED DETAIL,220106,Dunchurch Surgery,51059171,R5702,Payments to External Contractors,832.99,29/07/2016,Communities,
INSERTED DETAIL,224964,Dunsmore Care Solutions Ltd t/a Flexicare South Midlands,51054301,R5805,Homecare - External Domiciliary (Adults),3296.64,15/07/2016,People Group,
INSERTED DETAIL,201868,Durbin Plc,51056707,R5702,Payments to External Contractors,848.38,28/07/2016,Communities,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057515,R5805,Homecare - External Domiciliary (Adults),722.61,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057529,R5805,Homecare - External Domiciliary (Adults),692.64,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057557,R5805,Homecare - External Domiciliary (Adults),752.58,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057552,R5805,Homecare - External Domiciliary (Adults),825.84,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057544,R5805,Homecare - External Domiciliary (Adults),972.36,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057531,R5805,Homecare - External Domiciliary (Adults),1032.30,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057532,R5805,Homecare - External Domiciliary (Adults),619.38,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057535,R5805,Homecare - External Domiciliary (Adults),692.64,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057537,R5805,Homecare - External Domiciliary (Adults),829.52,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057538,R5805,Homecare - External Domiciliary (Adults),999.00,21/07/2016,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),51057543,R5805,Homecare - External Domiciliary (Adults),1631.70,21/07/2016,People Group,
INSERTED DETAIL,100275,Dwell Ltd,51052387,R5806,Residential Care (Adults),1988.44,11/07/2016,People Group,
INSERTED DETAIL,100275,Dwell Ltd,51052387,R5806,Residential Care (Adults),2035.72,11/07/2016,People Group,
INSERTED DETAIL,100275,Dwell Ltd,51052387,R5806,Residential Care (Adults),5545.21,11/07/2016,People Group,
INSERTED DETAIL,100275,Dwell Ltd,51052387,R5806,Residential Care (Adults),1668.44,11/07/2016,People Group,
INSERTED DETAIL,201912,E.On Energy ****5970,51045472,R2103,Electricity,9108.54,01/07/2016,Communities,
INSERTED DETAIL,201912,E.On Energy ****5970,51057436,R2103,Electricity,8248.31,21/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51033740,R4434,Street Lighting,578.00,01/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51033733,R4434,Street Lighting,979.00,01/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51033734,R4434,Street Lighting,1743.00,01/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51045524,C1050,External Fees,833.00,06/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037581,R4434,Street Lighting,511.00,08/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037541,C1030,"New Construction, Conversion & Renovation",1114.00,08/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037539,C1030,"New Construction, Conversion & Renovation",581.00,08/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037535,C1030,"New Construction, Conversion & Renovation",1022.00,08/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037533,C1030,"New Construction, Conversion & Renovation",524.00,08/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038746,C1030,"New Construction, Conversion & Renovation",782.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51037787,C1030,"New Construction, Conversion & Renovation",900.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038715,R4434,Street Lighting,725.00,13/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038716,C1030,"New Construction, Conversion & Renovation",511.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038717,R4434,Street Lighting,581.00,13/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038718,R4434,Street Lighting,664.00,13/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038731,R4434,Street Lighting,1009.00,13/07/2016,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038740,C1030,"New Construction, Conversion & Renovation",1047.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038744,C1030,"New Construction, Conversion & Renovation",529.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038743,C1030,"New Construction, Conversion & Renovation",1022.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038742,C1030,"New Construction, Conversion & Renovation",900.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51038741,C1030,"New Construction, Conversion & Renovation",581.00,13/07/2016,Capital,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),51048296,R4434,Street Lighting,529.00,29/07/2016,Communities,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51049384,R2001,Buildings Maintenance,516.00,05/07/2016,Communities,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51046482,R2709,Cleaning Materials,1567.74,08/07/2016,Resources,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51045956,R4009,Equipment - Audio/Visual,570.00,11/07/2016,Schools,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51051420,R4313,Stationery & Paper,505.90,15/07/2016,Resources,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51049915,R2001,Buildings Maintenance,732.00,18/07/2016,Communities,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51055067,R4054,Furniture Curriculum,520.00,21/07/2016,Schools,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51060241,R2709,Cleaning Materials,925.00,28/07/2016,Resources,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,51055059,R4054,Furniture Curriculum,1230.00,28/07/2016,Schools,
,,EB  A FRESH APPROACH T,P-CARD,,,651.09 ,26/072016,,
INSERTED DETAIL,230180,Eco-Clean & Maintenance Ltd,51038578,R2702,Contract Cleaning / Caretaking,1137.50,13/07/2016,Schools,
