,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,226053,DTZ,50837065,R2201,Rent,4236.64,19/06/2015,Resources,
INSERTED DETAIL,201848,Dtz Debenham Tie Leung,50843566,R2301,Rates,3543.00,26/06/2015,Resources,
INSERTED DETAIL,201849,Ducklings Day Nursery,50841983,R6106,Private Providers - Early Years Funding,19930.98,22/06/2015,People Group,
INSERTED DETAIL,201851,Dudley Lodge,50836356,R5801,Other Child Care,13219.29,17/06/2015,People Group,
INSERTED DETAIL,201851,Dudley Lodge,50836357,R5801,Other Child Care,13219.29,17/06/2015,People Group,
INSERTED DETAIL,201851,Dudley Lodge,50844802,R5822,Foster Care Payments - External,1446.43,25/06/2015,People Group,
INSERTED DETAIL,201852,Dudley Metropolitan Borough Council,50834682,R4919,Special Facilities Reimbursements,876.00,19/06/2015,Communities,
INSERTED DETAIL,201852,Dudley Metropolitan Borough Council,50834683,R4919,Special Facilities Reimbursements,910.00,19/06/2015,Communities,
INSERTED DETAIL,221207,Dudley Taylor Pharmacies Ltd t/a Southam Pharmacy,50841401,R5702,Payments to External Contractors,1028.84,17/06/2015,Communities,
INSERTED DETAIL,201853,Dudleys Coaches,50838160,R4915,Educational Visits Expenditure,820.00,15/06/2015,Schools,
INSERTED DETAIL,201860,Dunchurch Nursery,50842198,R6106,Private Providers - Early Years Funding,23884.77,22/06/2015,People Group,
INSERTED DETAIL,220106,Dunchurch Surgery,50846231,R5702,Payments to External Contractors,2165.28,30/06/2015,Communities,
INSERTED DETAIL,224964,Dunsmore Care Solutions Ltd t/a Flexicare South Midlands,50837064,R5805,Homecare - External Domiciliary (Adults),1216.60,10/06/2015,People Group,
INSERTED DETAIL,224964,Dunsmore Care Solutions Ltd t/a Flexicare South Midlands,50831461,R5805,Homecare - External Domiciliary (Adults),1224.50,11/06/2015,People Group,
INSERTED DETAIL,224964,Dunsmore Care Solutions Ltd t/a Flexicare South Midlands,50831463,R5805,Homecare - External Domiciliary (Adults),884.80,11/06/2015,People Group,
INSERTED DETAIL,220003,Durham Businesswear Ltd,50836960,R4205,Uniforms,862.10,10/06/2015,Resources,
,,DURLEY DEAN HOTEL,P-Card,,,510.00 ,26/06/2015,,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),50837494,R5805,Homecare - External Domiciliary (Adults),576.00,11/06/2015,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),50837490,R5805,Homecare - External Domiciliary (Adults),531.20,11/06/2015,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),50837489,R5805,Homecare - External Domiciliary (Adults),556.80,11/06/2015,People Group,
INSERTED DETAIL,224260,Dwell Dom Care Ltd (Longlea Home Support),50837476,R5805,Homecare - External Domiciliary (Adults),672.00,11/06/2015,People Group,
INSERTED DETAIL,100275,Dwell Ltd,50839815,R5806,Residential Care (Adults),1603.64,15/06/2015,People Group,
INSERTED DETAIL,100275,Dwell Ltd,50839815,R5806,Residential Care (Adults),3591.44,15/06/2015,People Group,
INSERTED DETAIL,100275,Dwell Ltd,50839815,R5806,Residential Care (Adults),2035.72,15/06/2015,People Group,
INSERTED DETAIL,100275,Dwell Ltd,50839815,R5806,Residential Care (Adults),536.00,15/06/2015,People Group,
INSERTED DETAIL,100275,Dwell Ltd,50839815,R5806,Residential Care (Adults),5267.52,15/06/2015,People Group,
INSERTED DETAIL,217769,E W Pet Cremations,50834181,R5702,Payments to External Contractors,688.00,15/06/2015,Communities,
INSERTED DETAIL,201910,E.On ****6103,50844751,R4434,Street Lighting,1729.00,25/06/2015,Communities,
INSERTED DETAIL,201912,E.On Energy ****5970,50840628,R2103,Electricity,11266.80,17/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50834277,R4434,Street Lighting,733.00,04/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50834280,R4434,Street Lighting,529.00,11/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50836558,R4434,Street Lighting,665.00,11/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50830274,R4434,Street Lighting,693.00,11/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50836563,R4434,Street Lighting,520.00,19/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50836562,R4434,Street Lighting,1503.00,19/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50836559,R4434,Street Lighting,597.00,19/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50834462,R4434,Street Lighting,760.00,19/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50839983,R4434,Street Lighting,529.00,19/06/2015,Communities,
INSERTED DETAIL,201916,E.On UK Sustainable Energy (Street Lighting),50834459,R4434,Street Lighting,760.00,19/06/2015,Communities,
INSERTED DETAIL,201922,Early Birds Nursery,50841984,R6106,Private Providers - Early Years Funding,6116.45,22/06/2015,People Group,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50827517,R2709,Cleaning Materials,2314.60,02/06/2015,Resources,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50831698,R4313,Stationery & Paper,644.00,02/06/2015,People Group,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50831679,R4313,Stationery & Paper,515.20,09/06/2015,People Group,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50830246,R2101,Gas,-847.75,19/06/2015,People Group,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50843732,R4024,Furniture,1423.00,24/06/2015,People Group,
INSERTED DETAIL,201930,Eastern Shires Purchasing Organisation,50846387,R2709,Cleaning Materials,1414.15,29/06/2015,Resources,
INSERTED DETAIL,227991,Eastlands Primary School - Academy,50790258,R6107,SEN Statements Funding - Non-Maintained Schools,773.00,25/06/2015,People Group,
INSERTED DETAIL,227991,Eastlands Primary School - Academy,50838535,R6107,SEN Statements Funding - Non-Maintained Schools,714.00,25/06/2015,People Group,
INSERTED DETAIL,227991,Eastlands Primary School - Academy,50826671,R6107,SEN Statements Funding - Non-Maintained Schools,738.00,25/06/2015,People Group,
INSERTED DETAIL,227991,Eastlands Primary School - Academy,50811977,R6107,SEN Statements Funding - Non-Maintained Schools,714.00,25/06/2015,People Group,
INSERTED DETAIL,211387,Easylink I T Ltd,50838475,R4052,Equipment Curriculum,2290.00,18/06/2015,Schools,
INSERTED DETAIL,228503,Ecebs Ltd,50824897,R4512,Software,5500.00,12/06/2015,Communities,
INSERTED DETAIL,228503,Ecebs Ltd,50824897,R4409,Consultancy,6500.00,12/06/2015,Communities,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841262,R5851,Supported Living,1179.36,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841614,R5851,Supported Living,4466.16,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841613,R5851,Supported Living,4966.56,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841605,R5851,Supported Living,5883.36,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841604,R5851,Supported Living,6601.84,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841603,R5851,Supported Living,3546.00,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841602,R5851,Supported Living,1376.00,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841601,R5851,Supported Living,1031.80,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841600,R5851,Supported Living,7424.48,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841599,R5851,Supported Living,716.80,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841598,R5851,Supported Living,4306.68,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841597,R5851,Supported Living,920.16,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841573,R5851,Supported Living,2825.28,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841572,R5851,Supported Living,4678.80,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841571,R5851,Supported Living,1036.80,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841570,R5851,Supported Living,5010.48,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841535,R5851,Supported Living,1218.24,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841536,R5851,Supported Living,2599.92,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841537,R5851,Supported Living,4362.48,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841538,R5810,Adult Day Care,1200.27,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841539,R5851,Supported Living,3066.48,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841540,R5851,Supported Living,4362.48,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841541,R5851,Supported Living,3183.12,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841567,R5851,Supported Living,6029.28,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841568,R5851,Supported Living,3800.16,17/06/2015,People Group,
INSERTED DETAIL,202082,Eden (Essential) Futures Ltd t/a Essential Futures Ltd,50841569,R5851,Supported Living,1140.48,17/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839669,R5806,Residential Care (Adults),1592.00,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839669,R5806,Residential Care (Adults),1533.00,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),1980.00,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839735,R5806,Residential Care (Adults),3421.76,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839735,R5806,Residential Care (Adults),14286.08,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),1793.20,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839735,R5806,Residential Care (Adults),2573.00,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),10707.44,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),5531.72,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),3913.24,15/06/2015,People Group,
INSERTED DETAIL,100276,Eden Place Ltd,50839734,R5806,Residential Care (Adults),1963.12,15/06/2015,People Group,
INSERTED DETAIL,100393,Edgeview Homes Ltd,50839736,R5806,Residential Care (Adults),5144.64,15/06/2015,People Group,
INSERTED DETAIL,228665,Editwrite,50822723,R4409,Consultancy,1000.00,16/06/2015,People Group,
INSERTED DETAIL,201958,Edmundson Electrical Ltd,50838177,R2024,Electrical (LE),853.33,12/06/2015,Resources,
INSERTED DETAIL,210433,Edwards Taxis,50837910,R3204,Home To School / College Transport,975.00,11/06/2015,People Group,
INSERTED DETAIL,210433,Edwards Taxis,50840465,R3204,Home To School / College Transport,626.20,16/06/2015,Communities,
INSERTED DETAIL,204614,EE Ltd (Orange Airtime ****1263),50836196,R4510,Mobile Telephones / Pagers,1063.69,09/06/2015,Fire and Rescue,
INSERTED DETAIL,204614,EE Ltd (Orange Airtime ****1263),50836181,R4510,Mobile Telephones / Pagers,1019.74,10/06/2015,Fire and Rescue,
INSERTED DETAIL,209173,EE Ltd (Orange Equipment ****7077),50830823,R4510,Mobile Telephones / Pagers,5497.00,02/06/2015,Fire and Rescue,
INSERTED DETAIL,219176,Elder Homes Midlands Ltd (Millington Springs Care Centre),50839831,R5806,Residential Care (Adults),1436.00,15/06/2015,People Group,
INSERTED DETAIL,212173,ELMHURST CARE FACILITY,50839737,R5806,Residential Care (Adults),5920.00,15/06/2015,People Group,
INSERTED DETAIL,212173,ELMHURST CARE FACILITY,50839737,R5806,Residential Care (Adults),4031.60,15/06/2015,People Group,
INSERTED DETAIL,212173,ELMHURST CARE FACILITY,50839737,R5806,Residential Care (Adults),1391.84,15/06/2015,People Group,
INSERTED DETAIL,228801,Elysian Associates,50830808,R4443,Professional Fees Admin,5000.00,10/06/2015,Resources,
INSERTED DETAIL,211093,Emblem Print Products Limited,50843043,R4044,Stock For Re-Sale Or Hire,1094.40,19/06/2015,Communities,
INSERTED DETAIL,202032,Emscote House School and Nursery,50834640,R4606,Pre-School Teachers Flexible Payments,1300.00,05/06/2015,People Group,
INSERTED DETAIL,202032,Emscote House School and Nursery,50841985,R6106,Private Providers - Early Years Funding,22860.01,22/06/2015,People Group,
INSERTED DETAIL,202034,Emscote Preschool,50834641,R4606,Pre-School Teachers Flexible Payments,910.00,05/06/2015,People Group,
INSERTED DETAIL,202034,Emscote Preschool,50841986,R6106,Private Providers - Early Years Funding,13276.06,22/06/2015,People Group,
INSERTED DETAIL,220152,Encore Personnel Services Ltd,50825002,R1101,Agency Staff Pay,1266.83,05/06/2015,Communities,
INSERTED DETAIL,220152,Encore Personnel Services Ltd,50831712,R1101,Agency Staff Pay,662.75,19/06/2015,Communities,
INSERTED DETAIL,220152,Encore Personnel Services Ltd,50836995,R1101,Agency Staff Pay,656.88,26/06/2015,Communities,
INSERTED DETAIL,219820,Ensure Care Ltd,50832633,R5805,Homecare - External Domiciliary (Adults),523.77,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50832629,R5805,Homecare - External Domiciliary (Adults),1113.84,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831904,R5805,Homecare - External Domiciliary (Adults),1776.84,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50832631,R5805,Homecare - External Domiciliary (Adults),1113.84,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831890,R5805,Homecare - External Domiciliary (Adults),1597.12,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831889,R5805,Homecare - External Domiciliary (Adults),1670.76,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831891,R5805,Homecare - External Domiciliary (Adults),696.15,02/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50835029,R5805,Homecare - External Domiciliary (Adults),775.71,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50832630,R5805,Homecare - External Domiciliary (Adults),2758.08,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831906,R5805,Homecare - External Domiciliary (Adults),1113.84,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831905,R5805,Homecare - External Domiciliary (Adults),1776.84,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831901,R5805,Homecare - External Domiciliary (Adults),742.56,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831899,R5805,Homecare - External Domiciliary (Adults),2758.08,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50831900,R5805,Homecare - External Domiciliary (Adults),1113.84,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50836604,R5805,Homecare - External Domiciliary (Adults),798.56,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50836605,R5805,Homecare - External Domiciliary (Adults),1197.84,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50836606,R5805,Homecare - External Domiciliary (Adults),627.44,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50836607,R5805,Homecare - External Domiciliary (Adults),1597.12,10/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50838021,R5805,Homecare - External Domiciliary (Adults),1458.60,11/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50845833,R5805,Homecare - External Domiciliary (Adults),798.56,26/06/2015,People Group,
INSERTED DETAIL,219820,Ensure Care Ltd,50845832,R5805,Homecare - External Domiciliary (Adults),698.78,26/06/2015,People Group,
INSERTED DETAIL,224736,Entrust Care Partnership C.I.C (****6347),50835507,R4035,Personal Requisites,550.00,09/06/2015,People Group,
INSERTED DETAIL,223866,Envirocall Ltd,50840526,R2754,Waste Management,735.84,26/06/2015,Communities,
INSERTED DETAIL,216598,Environment Agency (****0543),50838829,R6901,Environment Agency Levy,55886.75,23/06/2015,Other Services,
INSERTED DETAIL,226301,Environmental Communications Consultants Ltd t/a EnviroCommsECC,50817883,R5702,Payments to External Contractors,25000.00,04/06/2015,Communities,
INSERTED DETAIL,205633,Environmental Scientifics Group Ltd,50830668,R4409,Consultancy,3361.20,01/06/2015,Communities,
INSERTED DETAIL,228637,Enza Motors Ltd,50835807,R3010,Purchase Of Vehicles,108248.77,16/06/2015,Communities,
