organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071500096","3109","The Benn Education Centre","","Claremont Road","Rugby","CV21 3LU","OSGB36",451200,275580,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",485.40,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",181895.31,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010517119","3110","Playing Fields (Twickenham Field)  Academy","","Overslade Lane","Rugby","CV22 6EG","OSGB36",449700,273750,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land only",0.00,1.9231,"Education and learning",23,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071399616","3111","Hill Street Community Youth Centre","","Hill Street","Rugby","CV21 2NB","OSGB36",450090,275640,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",595.69,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071500151","3112","Lawrence Sheriff School (Academy)","","Clifton Road","Rugby","CV21 3AG","OSGB36",450780,275060,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Vested in Trustees","n/a","Land with a permanent building",11464.11,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",1379013.63,"Not Currently Available","B, C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010517120","3113","Moat Farm Drive Playing Field","","Moat Farm Drive","Hillmorton, Rugby","CV21 4HF","OSGB36",453540,273343,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land only",0.00,2.2994,"Government, citizens and rights",42,"To Follow","Yes","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071502339","3114","Henry Hinde Junior School (Academy)","","Cornwallis Road","Bilton, Rugby","CV22 7HN","OSGB36",447930,274680,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1552.90,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",397885.55,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010504277","3116","Bilton Evangelical Church","27","Main Street","Bilton, Rugby","CV22 7NQ","OSGB36",448200,273620,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",223.80,0.0000,"Licences, permits and permissions",82,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071499332","3119","Hunters Lane Household Waste Recycling Centre","","Hunters Lane","Rugby","CV21 1EA","OSGB36",450300,276220,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",225.98,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",14994.28,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"200002867872","3120","Great Central Industrial Estate","1","Great Central Way","Rugby","CV21 3XH","OSGB36",451700,276080,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",2055.96,0.0000,"Transport and highways",105,"To Follow","n/a","Not Currently Available",33264.88,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010507751","3131","Harris High School (Academy) - Caretakers House","11","Harris Drive","Rugby","CV22 6DX","OSGB36",449650,273980,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",118.81,0.0000,"Housing",66,"To Follow","n/a","Not Currently Available",19154.19,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071399534","3144","Rugby Fire Station","","Corporation Street","Rugby","CV21 2DN","OSGB36",450090,275400,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",1331.05,0.0000,"Community safety",16,"To Follow","n/a","Not Currently Available",162550.14,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071399619","3148","Fawsley House","25","Hillmorton Road","Rugby","CV22 5BX","OSGB36",450950,274880,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1325.18,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",293274.40,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071502167","3150","Bloxham Centre","8","Somers Road","New Bilton, Rugby","CV22 7DE","OSGB36",448780,275320,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",1446.68,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",217875.86,"Not Currently Available","E","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071236480","3197","Manor Farm","","London Road","Ryton-On-Dunsmore","CV8 3ER","OSGB36",439215,273922,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",1724.73,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",94343.83,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071521394","3198","Coney Grey Farm","","Oxford Road","Ryton-On-Dunsmore","CV8 3EJ","OSGB36",437380,274270,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",1602.38,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",170463.02,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071236586","3199","Manor Farm Cottage","","Oxford Road","Ryton-On-Dunsmore","CV8 3EA","OSGB36",437579,274483,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",130.65,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",6980.13,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010517124","3200","Ryton Heath Holding","","Freeboard Lane","Stretton-On-Dunsmore","CV8 3EQ","OSGB36",439748,273228,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land only",0.00,9.2803,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071236479","3201","Jubilee Cottage","","London Road","Ryton-On-Dunsmore","CV8 3ER","OSGB36",439362,273788,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",125.86,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",5977.24,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010514094","3202","Jubilee Pools (inc. in 3201)","","London Road","Ryton-On-Dunsmore","CV8 3EQ","OSGB36",439106,273620,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",29.93,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010517126","3203","Manor Farm","","London Road","Ryton-On-Dunsmore","CV8 3ET","OSGB36",438810,274860,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land only",0.00,9.7220,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071521673","3204","Provost Williams C.E. Primary School","","Sodens Avenue","Ryton-On-Dunsmore","CV8 3FF","OSGB36",438270,274160,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",1147.99,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",221575.83,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010514345","3205","Ryton Pools Country Park","","Ryton Road","Bubbenhall","CV8 3BG","OSGB36",437047,272439,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",677.14,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",108894.41,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071503656","3210","Knightlow C.E. Primary School","","Hill Crescent","Stretton-On-Dunsmore","CV23 9NF","OSGB36",440850,273060,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1747.57,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",290133.24,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10010513083","3213","Land adj to Former Shilton & Ansty C.E. Annexe","22","Church Road","Shilton","CV7 9HW","OSGB36",440267,284236,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land only",0.00,0.0505,"Licences, permits and permissions",82,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
