organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517121,3189,Site of 71-93 Newbold Road,Withheld,Withheld,Withheld,CV21,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land only,0,0.1712,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3197,Manor Farm,,London Road,Ryton-On-Dunsmore,CV8 3ER,OSGB36,439215,273922,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,1724.73,0,Environmental protection,30,To Follow,n/a,Not Currently Available,94343.83,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3198,Coney Grey Farm,,Oxford Road,Ryton-On-Dunsmore,CV8 3EJ,OSGB36,437380,274270,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,1602.38,0,Environmental protection,30,To Follow,n/a,Not Currently Available,170463.02,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3199,Manor Farm Cottage,,Oxford Road,Ryton-On-Dunsmore,CV8 3EA,OSGB36,437579,274483,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,152.85,0,Environmental protection,30,To Follow,n/a,Not Currently Available,6980.13,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517124,3200,Land at Ryton Heath Holding (Manor Farm),,Freeboard Lane,Stretton-On-Dunsmore,CV8 3EQ,OSGB36,439748,273228,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,9.2803,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3201,Jubilee Cottage (Manor Farm),,London Road,Ryton-On-Dunsmore,CV8 3ER,OSGB36,439362,273788,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,125.86,0,Environmental protection,30,To Follow,n/a,Not Currently Available,5977.24,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010514094,3202,Jubilee Pools (inc in 3201) (Manor Farm),,London Road,Ryton-On-Dunsmore,CV8 3EQ,OSGB36,439106,273620,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,29.93,0,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517126,3203,Land at Manor Farm,,London Road,Ryton-On-Dunsmore,CV8 3ET,OSGB36,438810,274860,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,10.1715,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3204,Provost Williams C.E. Primary School,,Sodens Avenue,Ryton-On-Dunsmore,CV8 3FF,OSGB36,438270,274160,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1147.99,0,Education and learning,23,To Follow,n/a,Not Currently Available,357995.2,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010514345,3205,Ryton Pools Country Park,,Ryton Road,Bubbenhall,CV8 3BG,OSGB36,437047,272439,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,776.31,0,Environmental protection,30,To Follow,n/a,Not Currently Available,108894.41,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3210,Knightlow C.E. Primary School,,Hill Crescent,Stretton-On-Dunsmore,CV23 9NF,OSGB36,440850,273060,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1747.57,0,Education and learning,23,To Follow,n/a,Not Currently Available,290133.24,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010513083,3213,Land adj to Former Shilton & Ansty C.E. Annexe,22,Church Road,Shilton,CV7 9HW,OSGB36,440267,284236,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land only,0,0.0505,"Licences, permits and permissions",82,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517129,3214,Land at Mawby's Barn Farm,,Lutterworth Road,Stretton-Under-Fosse,CV23 0PU,OSGB36,443773,280577,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,19.7088,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3215,Barnwells Barn Farm (West),,London Road,Thurlaston,CV23 9LE,OSGB36,446270,271464,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,934.03,0,Environmental protection,30,To Follow,n/a,Not Currently Available,12890.99,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3216,Barnwells Barn Farm (East),,London Road,Thurlaston,CV23 9LE,OSGB36,446307,271463,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,1619.85,0,Environmental protection,30,To Follow,n/a,Not Currently Available,32631.51,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517135,3217,Draycote Water Country Park,,Draycote Water,Kites Hardwick,CV23 8AE,OSGB36,446698,269157,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,66.41,0,Environmental protection,30,To Follow,n/a,Not Currently Available,4174.36,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010513341,3220,South Lodge Farm,,Coalpit Lane,Wolston,CV23 9HJ,OSGB36,444453,272536,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,3621.76,0,Environmental protection,30,To Follow,n/a,Not Currently Available,153.26,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010510754,3221,Open Space Land Let To Wolston Parish Council,,Manor Estate,Wolston,CV8 3GT,OSGB36,440700,275360,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land only,0,4.4347,"Licences, permits and permissions",82,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3223,St Margaret's CE Primary School,,Main Street,Wolston,CV8 3HH,OSGB36,441130,275630,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1306.96,0,Education and learning,23,To Follow,n/a,Not Currently Available,324469.51,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3225,Wolston Library & Information Centre,,Warwick Road,Wolston,CV8 3GX,OSGB36,441160,275360,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,156.14,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,11733.87,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010517131,3226,Land at Frog Hall (Fosse Way),,Fosse Way,Wolston,CV23 9HU,OSGB36,441500,273750,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,1.9996,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3229,Wolvey CE Primary School,,Bulkington Road,Wolvey,LE10 3LA,OSGB36,442590,287750,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1479.53,0,Education and learning,23,To Follow,n/a,Not Currently Available,626844.59,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,3230,Dunsmore Home Farm,,Lilbourne Road,Clifton Upon Dunsmore,CV23 0BB,OSGB36,454180,276150,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,2039.81,0,Environmental protection,30,To Follow,n/a,Not Currently Available,51813.84,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,3233,Brownsover Community School,,Webb Drive,"Brownsover, Rugby",CV23 0UP,OSGB36,451750,277660,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1495.41,0,Education and learning,23,To Follow,n/a,Not Currently Available,88335.24,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10010511331,3243,Oakfield Park,32,Bilton Road,Rugby,CV22 7AL,OSGB36,449800,274900,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,1140.76,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,116971.82,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023583547,4002,Oversley Green Farm,,Old Stratford Road,Oversley Green,B49 6PH,OSGB36,409420,257060,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,1131.82,0,Environmental protection,30,To Follow,n/a,Not Currently Available,510.86,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023384438,4004,Globe House,5,Priory Road,Alcester,B49 5DZ,OSGB36,408781,257321,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,637.5,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,20397.17,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4005,Alcester Grammar School (Academy),,Birmingham Road,"Ragley Mill Lane, Alcester",B49 5ED,OSGB36,408630,257800,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,10734.26,0,Education and learning,23,To Follow,n/a,Not Currently Available,924468.99,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
