unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number_or_numbers,street_name,postal_town,uk_postcode,easting,northing,tenure,tenure_characteristics,land_only,size_of_asset,size_units,effective_service_delivery_government_services_function,reason_for_holding_asset,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating
1.00071E+11,3261,Rugby Register Office,5,Bloxam Place,Rugby,CV21 3DS,450110,275050,Freehold,Occupied by the Local Authority,Land with a permanent building,162.48,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,73457.23,Not Currently Available,n/a
1.00071E+11,6014,Lillington The Grange,151,Valley Road,"Lillington, Leamington Spa",CV32 7RX,432847,267127,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,248.4,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,16228.71,Not Currently Available,n/a
1.00072E+11,4361,Stratford Hospital Stratford Mental Health Resourc,,Arden Street,Stratford-Upon-Avon,CV37 6NX,419678,255280,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10000227791,1246,Bermuda Innovation Centre,,St Davids Way,Nuneaton,CV10 7SG,435307,288835,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3042.31,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,155030.83,Not Currently Available,n/a
1.00071E+11,3262,Paddox Primary School,,Fareham Avenue,"Hillmorton, Rugby",CV22 5HS,451946,273797,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,6154.67,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1087595.98,Not Currently Available,C
1.00071E+11,1247,Goodyers End Primary School,,Bowling Green Lane,Bedworth,CV12 0HP,434430,285850,Freehold,Occupied by the Local Authority,Land with a permanent building,2857.57,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,727560.18,Not Currently Available,C
1.00071E+11,1248,Milby Primary School,,Milby Drive,Nuneaton,CV11 6JS,437650,293850,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3330.2,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1147185.99,Not Currently Available,C
1.00071E+11,1249,Newdigate Primary School,,Anderton Road,Bedworth,CV12 0HA,433400,286380,Freehold,Occupied by the Local Authority,Land with a permanent building,3159.69,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,839638.46,Not Currently Available,D
1.00071E+11,1250,Weddington Primary School,,Winchester Avenue,Nuneaton,CV10 0DN,436730,293330,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3076.23,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,864562.87,Not Currently Available,C
10013182551,5339,Coten End Primary School,,Coten End,Warwick,CV34 4NP,429050,265160,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3577.3,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,479061.96,Not Currently Available,D
1.00072E+11,5340,Lillington Primary School (Academy),,Cubbington Road,"Lillington, Leamington Spa",CV32 7AG,432690,267180,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3781.28,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,870469.91,Not Currently Available,D
1.00071E+11,2208,Former Water Orton Primary School,,Attleboro Lane,Water Orton,B46 1SB,417620,290680,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,4146.75,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,859299.94,Not Currently Available,D
1.00071E+11,2209,Birchwood Primary School (Academy),,Birchwood Avenue,Dordon,B78 1QU,425790,301400,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3028.45,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1369745.38,Not Currently Available,E
10023410574,5341,Former Parkfield Centre (Extra Care Housing),Withheld,Withheld,Withheld,CV8,0,0,Freehold,Vacant,Land with a permanent building,89.87,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,47419.48,Not Currently Available,n/a
1.00072E+11,1253,Pool Road Business Centre,,Pool Road,Nuneaton,CV10 9AQ,434707,292218,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,952.89,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,8129.35,Not Currently Available,n/a
n/a,2211,Kingsbury Swimming Pool,,Tamworth Road,Kingsbury,B78 2LF,421561,296549,Freehold,Occupied by the Local Authority,Land with a permanent building,1324.37,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,112578.23,Not Currently Available,n/a
1.00071E+11,4366,St. Lawrence C.E. (Voluntary Aided) Primary School,,St Lawrence Close,Napton-On-The-Hill,CV47 8LU,446604,260968,Leasehold,Occupied by the Local Authority,Land with a permanent building,1144.51,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,123579.4,Not Currently Available,n/a
1.00072E+11,5348,All Saints CE Community Primary School (Academy),,Warwick Road,"Leek Wootton, Warwick",CV35 7QR,429034,268464,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,813.48,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,84496.89,Not Currently Available,C
1.00071E+11,4367,Wellesbourne Fire Station,,Loxley Road,Wellesbourne,CV35 9JL,427220,254890,Freehold,Occupied by the Local Authority,Land with a permanent building,324.22,Sq.m,Community safety,To Follow,n/a,Not Currently Available,69544.96,Not Currently Available,n/a
10007780075,1257,Attleborough Fields Industrial Estate,,Slingsby Close,Nuneaton,CV11 6RP,437525,290868,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,1.7742,Hectares,Business and employment,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5352,Coten End Music Block,,County Music Service,"Coten End, Warwick",CV34 4NP,428937,265209,Freehold,Occupied by the Local Authority,Land with a permanent building,184.74,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,52009.02,Not Currently Available,n/a
1.00072E+11,5358,71 Coten End,71,Coten End,Warwick,CV34 4NU,428972,265309,Freehold,Occupied by the Local Authority,Land with a permanent building,111.98,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,22756.12,Not Currently Available,n/a
10001177190,2214,Pooley Country Park,,Pooley Lane,Polesworth,B78 1JA,425973,303333,Both Freehold & Leasehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,248.24,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,22026.26,Not Currently Available,n/a
10010517062,3266,Binley Woods Community Youth Club,,Coombe Drive,Binley Woods,CV3 2QU,440286,277173,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,116.3,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,399.54,Not Currently Available,n/a
10013181212,5361,Leamington Library & Information Centre,,Parade,Leamington Spa,CV32 4AA,431851,265517,Leasehold,Occupied by the Local Authority,Land with a permanent building,1142.04,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,26602.4,Not Currently Available,n/a
10007780076,1260,Land at rear of 119 Hillcrest Road,Withheld,Withheld,Withheld,CV10,0,0,Freehold,Vacant,Land only,0.0892,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10023381848,4376,Bidford-on-Avon CE Primary School / Community Libr,,Bramley Way,Bidford-On-Avon,B50 4QG,409681,252158,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2017.85,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,68312.34,Not Currently Available,D
1.00071E+11,1262,Family Community Care Centre,,Ramsden Avenue,Nuneaton,CV10 9EB,433653,292828,Ground Lease,Occupied by the Local Authority on a Ground Lease,Land with a permanent building,32.08,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,26334.31,Not Currently Available,n/a
1.00072E+11,3268,Rugby Library & Information Centre,,Little Elborow Street,Rugby,CV21 3BZ,450165,275072,Leasehold,Occupied by the Local Authority,Land with a permanent building,1713.09,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,144804.41,Not Currently Available,n/a
10010517143,3269,Land & Chipping Store at Paynes Lane,,Paynes Lane,"New Bilton, Rugby",CV21 2UH,448813,275472,Freehold,Occupied by the Local Authority,Land only,0.3859,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,3270,Hospital of St Cross,,Barby Road,Rugby,CV22 5PX,450551,274394,Leasehold,Occupied by the Local Authority,Land with a permanent building,249.73,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,18852.82,Not Currently Available,n/a
1.00072E+11,3271,Benn Partnership Centre,,Railway Terrace,Rugby,CV21 3HR,450822,275676,Leasehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
2.00003E+11,1267,Keresley Village Community Centre,,Howat Road,"Keresley End, Coventry",CV7 8JP,432055,285166,Leasehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,2220,Land at Holly Farm (inc Hurley Allotments),,Knowle Hill (Ferndale Close),Hurley,CV9 2NX,424447,295742,Freehold,Part or Wholly let out on a Leasehold or Licence,Land only,7.2615,Hectares,Environmental protection,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10070378468,4382,Brookbank Complex Needs Centre,,Alcester Road,Stratford-Upon-Avon,CV37 9DD,418790,255174,Freehold,Occupied by the Local Authority,Land with a permanent building,171.58,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,8831.66,Not Currently Available,n/a
10001172533,2221,Little Stars Nursery (Foalyard Nurseries Ltd),,Old Farm Road,Mancetter,CV9 1QN,431959,296711,Leasehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,55.12,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1969.7,Not Currently Available,n/a
1.00071E+11,5373,St. Mary's Lodge Mental Health Resource Centre,12,St Marys Road,Leamington Spa,CV31 1JN,432678,265310,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10013182387,5374,Land at Warwick Parkway Railway Station,,Old Budbrooke Road,"Budbrooke, Warwick",CV35 8RH,426504,265450,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,1.8922,Hectares,Public transport,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007771839,1270,Eliot Park Innovation Centre,4,Barling Way,Nuneaton,CV10 7RH,435489,290247,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,4206.98,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,70607.48,Not Currently Available,n/a
1.00072E+11,5379,Warwick Hospital Social Work Team,,Lakin Road,Warwick,CV34 5BW,428524,265839,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,2222,Kingsbury Clinic North Warks Community Health Tm,,Coventry Road,Kingsbury,B78 2LN,421699,296352,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,1273,Riversley Park Resource Centre,,Coton Road,Nuneaton,CV11 5TY,436298,291307,Leasehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10010504219,3276,Cawston Grange Primary School (Academy),,Scholars Drive,"Cawston, Rugby",CV22 7GU,447537,273946,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2625.81,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,222117.53,Not Currently Available,D
10007780060,1275,Oak Wood Primary School (Academy),,Morris Drive,Nuneaton,CV11 4QH,436808,290334,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1808.32,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,94727.07,Not Currently Available,D
10007773990,1276,Oak Wood Secondary School (Academy),,Morris Drive,Nuneaton,CV11 4QH,436756,290432,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,3973.42,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,194402.04,Not Currently Available,D
1.00071E+11,3277,Rugby Town Hall,,Evreux Way,Rugby,CV21 2RR,450217,275507,Licence,Part Occupied by the Local Authority on a Licence,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007771834,1282,George Eliot Hospital NHS Trust,,College Street,Nuneaton,CV10 7DJ,435718,290585,Leasehold,Occupied by the Local Authority,Land with a permanent building,300.78,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,4387,Elizabeth House,,Church Street,Stratford-Upon-Avon,CV37 6HX,420019,254718,Leasehold,Occupied by the Local Authority,Land with a permanent building,89.9,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,D
10001171934,2224,Coleshill Library & Information Centre,19a,Parkfield Road,Coleshill,B46 3LD,419971,289004,Leasehold,Occupied by the Local Authority,Land with a permanent building,209.65,Sq.m,Leisure and culture,To Follow,n/a,Not Currently Available,8989.86,Not Currently Available,n/a
10023405692,5384,Saltisford Office Park,,Ansell Way,Warwick,CV34 4UL,427758,265413,Freehold,Occupied by the Local Authority,Land with a permanent building,8181.8,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,229078,Not Currently Available,n/a
10023390608,4388,Stratford upon Avon Park and Ride  (4408 link),,Bishopton Lane,Bishopton,CV37 0RD,418649,256802,Freehold,Occupied by the Local Authority,Land with a permanent building,113.06,Sq.m,Parking,To Follow,n/a,Not Currently Available,32024.95,Not Currently Available,n/a
1.0007E+11,1287,Camp Hill Education Sports & Social (CHESS),460,Cedar Road,Nuneaton,CV10 9DN,433562,292704,Leasehold,Occupied by the Local Authority,Land with a permanent building,1333.21,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,65322.68,Not Currently Available,D
1.00071E+11,2225,Kingsbury Primary School,,Bromage Avenue,Kingsbury,B78 2HW,421490,296700,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2661.69,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,1182841.05,Not Currently Available,D
10014038899,5389,Lillington Community and Children's Centre,,Mason Avenue,"Lillington, Leamington Spa",CV32 7QE,433014,267158,Leasehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,589.37,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,15779.81,Not Currently Available,n/a
10014036660,5394,Kenilworth Youth & Community Centre,,Abbey End,Kenilworth,CV8 1QJ,428791,271873,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,600,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,15545.87,Not Currently Available,n/a
n/a,2229,Land at Kingsbury Mill,,Coventry Road,Kingsbury,n/a,421648,295682,Other,????,Land only,0,Hectares,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,1298,St. Nicolas Parish Church Hall,Withheld,Withheld,Withheld,CV11,0,0,Freehold,Vacant,Land with a permanent building,4,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10001171425,2230,The Council House,,South Street,Atherstone,CV9 1DE,430903,297680,Licence,Part Occupied by the Local Authority on a Licence,Land with a permanent building,533.12,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007772991,1302,Warwickshire Justice Centre,,Vicarage Street,Nuneaton,CV11 4JU,436560,291816,Leasehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10001173783,2232,Kingsbury WFRS Training & Development Centre,,Bodymoor Heath Lane,"Bodymoor Heath, Kingsbury",B76 9JB,420243,296656,Freehold,Occupied by the Local Authority,Land with a permanent building,372.12,Sq.m,Community safety,To Follow,n/a,Not Currently Available,21880.86,Not Currently Available,C
10010513389,3288,"Unit 5, 1 - 3 Upton Road",,Upton Road,"New Bilton, Rugby",CV22 7DL,448913,275417,Leasehold,Occupied by the Local Authority,Land with a permanent building,229.32,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,8003.04,Not Currently Available,n/a
10000229475,1311,Nuneaton Town Hall,,Coton Road,Nuneaton,CV11 5AA,436228,291686,Leasehold,Occupied by the Local Authority,Land with a permanent building,34,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10001177089,2233,Lower House Farm Household Waste Recycling Centre,,Lower House Lane,Baddesley Ensor,CV9 2QA,426234,299016,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2827.78,Sq.m,Environmental protection,To Follow,n/a,Not Currently Available,20505.05,Not Currently Available,n/a
10001173647,2234,Land at Coleshill Parkway Railway Station,,Station Road,Coleshill,B46 1JZ,419886,290992,Freehold,Part or Wholly let out on Leasehold or Licence,Land only,1.4511,Hectares,Public transport,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.0007E+11,4402,Cherry Tree House (Childrens Home),Withheld,Withheld,Withheld,CV37,0,0,Freehold,Vacant,Land with a permanent building,240.79,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,48060.15,Not Currently Available,n/a
10090528977,5405,Evergreen School (Ridgeway Site),,Deansway,"Woodloes Park, Warwick",CV34 5DW,428223,266266,Freehold,Occupied by the Local Authority,Land with a permanent building,2793.17,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,161562.59,Not Currently Available,E
10024065305,4407,Badger Valley Childrens Centre,,Tilemans Lane,Shipston-On-Stour,CV36 4HP,425497,240999,Ground Lease,Occupied by the Local Authority on a Ground Lease,Land with a permanent building,174.96,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,3146.53,Not Currently Available,n/a
n/a,5407,Hatton Station Car Park,,Station Road,"Hatton, Shrewley",n/a,422471,266411,Leasehold,Occupied by the Local Authority,Land only,0.11,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5408,Land at Holloway Farm,,Wellesbourne Road,Wasperton,CV35 8EA,427276,259730,Leasehold,Occupied by the Local Authority,Land only,0.1446,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5409,St Michael's Hospital (WCC Mental Health Team),,St Michaels Road,"Saltisford, Warwick",CV34 5QW,427760,265660,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,5410,Ashton House (WCC Mental Health Team),15,George Street,Leamington Spa,CV31 1ET,432161,265352,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5411,Yew Tree House (WCC Mental Health Team),87,Radford Road,Leamington Spa,CV31 1JQ,432645,265306,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00072E+11,5412,Warwick Mental Health Care Centre,,Wcc Mental Health Team,"24 Cape Road, Warwick",CV34 4JP,428060,265328,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,1314,Avenue House (WCC Mental Health Team),3,Manor Court Avenue,Nuneaton,CV11 5HX,435528,292214,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10000228533,1315,The Manor (WCC Mental Health Team),6,Manor Court Avenue,Nuneaton,CV11 5HX,435484,292276,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,1316,Highfield House (WCC Mental Health Team),53-55,Highfield Road,Nuneaton,CV11 4PW,437091,290871,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10010512240,3306,Brunel House (WCC Mental Health Team),,The Railings,"Woodside Park, Rugby",CV21 2AW,450526,276016,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10024635030,4408,Land Stratford Parkway Railway Station (link 4388),,Bishopton Lane,Bishopton,CV37 9QY,418516,256543,Freehold,Occupied by the Local Authority,Land only,1.0674,Hectares,Public transport,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,3307,Rugby Free Secondary School (Academy),,Anderson Avenue,Rugby,n/a,450273,273383,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,0,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5414,"Unit 169, Rural Innovation Centre",,Stoneleigh Park,Stoneleigh,CV8 2LG,432145,271524,Leasehold,Occupied by the Local Authority,Land with a permanent building,26.44,Sq.m,Business and employment,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10090528789,5416,85 Priory Road,85,Priory Road,Kenilworth,CV8 1LQ,429161,271728,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,177.49,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,2239,The Arden Centre,120a,Long Street,Atherstone,CV9 1PF,430965,297762,Leasehold,Occupied by the Local Authority,Land with a permanent building,438.02,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,26922.1,Not Currently Available,C
1.00071E+11,5417,Hawkes Point,Withheld,Withheld,Withheld,CV34,0,0,Freehold,Vacant,Land with a permanent building,5265.63,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,4416,WFRS Gaydon Response Base,,Kingsway,"Banbury Road, Gaydon",CV35 0DB,435370,255530,Ground Lease,Occupied by the Local Authority on a Ground Lease,Land with a permanent building,210.07,Sq.m,Community safety,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,4417,Glebe Estate Playing Field,,Glebe Estate,Wilmcote,CV37 9XL,415740,258227,Licence,Part Occupied by the Local Authority on a Licence,Land only,0.8216,Hectares,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,5419,Heathcote Primary School,,Vickers Way,Warwick,CV34 7AP,430730,263150,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2050.47,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,4421,Land at Holywell Business Park (Northfield Road),,Holywell Business Park,"Northfield Road, Southam",CV47 0FG,440930,261100,Freehold,Occupied by the Local Authority,Land only,1.1973,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,1321,Veteran's Contact Point,,Bentley Road,Nuneaton,CV11 5LR,435320,291715,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,152.1,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,103612.31,Not Currently Available,n/a
1.00071E+11,1322,Surplus Land at Former Manor Park School,Withheld,Withheld,Withheld,CV11,0,0,Freehold,Vacant,Land with a permanent building,5376.15,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,1115095.89,Not Currently Available,n/a
n/a,1323,Former Manor Park School Playing Field,,Barpool Road,Nuneaton,CV10 8DR,434840,291890,Freehold,Occupied by the Local Authority,Land only,2.5591,Hectares,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,1324,Kingswood Link Specialist Inclusion Support Group,,St Paul'S Road,Nuneaton,CV10 8HW,433640,291360,Freehold,Occupied by the Local Authority,Land with a permanent building,87.42,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,1325,Lower Farm Academy (Academy),,Milking Lane,"Weddington, Nuneaton",CV10 0FG,436310,294010,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,0,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
1.00071E+11,1326,Portland House,16,Orchard Street,Nuneaton,CV11 4BS,436530,291910,Leasehold,Occupied by the Local Authority,Land with a permanent building,448.27,Sq.m,Health and social care,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007779744,1327,Unit 26B Slingsby Close,,Slingsby Close,Nuneaton,CV11 6RP,437488,290961,Leasehold,Occupied by the Local Authority,Land with a permanent building,235.38,Sq.m,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,4424,Site for Tudor Grange Academy Meon Vale,,Bailey Avenue,"Meon Vale, Long Marston",CV37 8QW,416444,247118,Freehold,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10000228898,1328,Car Park At The Christian Centre,17,Bulkington Road,Bedworth,CV12 9DG,436407,286812,Licence,Part Occupied by the Local Authority on a Licence,Land only,0.7564,Hectares,Transport and highways,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10010520451,3315,St Gabriels C Of E Primary School (Academy),,Houlton Way,"Houlton, Clifton Upon Dunsmore",CV23 1AN,455760,273635,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,0,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,1329,Former Playing Field for Canon Evans Infant School,Withheld,Withheld,Withheld,CV12,0,0,Freehold,Vacant,Land with a permanent building,0,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,2241,Water Orton Primary School,,Plank Lane,"Water Orton, Water Orton",B46 1SG,417495,290873,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2348,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,3316,Quest Academy School (Academy),,Anderson Avenue,Rugby,n/a,450349,273484,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,2061,Sq.m,Education and learning,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007780091,1330,Powell House,G4 Powell House,Church Street,Nuneaton,CV10 8LP,436429,291755,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,1363.31,Sq.m,Business and employment,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,1331,Land Adjoining Eastboro Way - Townsend Drive,,Attleborough,Nuneaton,CV11 6RU,437745,291222,Freehold,Occupied by the Local Authority,Land only,0.2205,Hectares,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007778566,1332,3 Church Street,3,Church Street,Nuneaton,CV11 4AH,436415,291780,Freehold,Part or Wholly let out on Leasehold or Licence,Land with a permanent building,0,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
n/a,6049,Solihull School,,130-134 High Street,Solihull,B91 3DJ,415664,279678,Other,Occupied by the Local Authority,Land with a permanent building,0,Sq.m,"Licences, permits and permissions",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
10007777190,1334,Pears Centre,,Blackberry Lane,"Ash Green, Coventry",CV7 9JG,433537,284371,Freehold,Occupied by the Local Authority,Land with a permanent building,7395,Sq.m,"Government, citizens and rights",To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a
